Dataset,Unit Id,Title Id,Title,Snippet Id,Snippet,Overlapping Snippet,Snippet Relevance Score,Number of Relevant Mentions,Overall Sentiment-Intensity,Relevant Mention,Relevant Mention Score,Positive Sentiment,Negative Sentiment,Neutral Sentiment,High Intensity,Low Intensity,Medium Intensity
DS1,195,28661,Greenpeace activists clash with Japanese whaling fleet in Southern Ocean,20-NonOver,`` Once the whales have been measured and weighed by the ` scientists ' the butchers get to work and the whales are cut up and boxed for market .,0,0.09,1,0,whales,1,0,0.6,0.8,0.2182178902,0.4364357805,0.8728715609
DS1,196,28661,Greenpeace activists clash with Japanese whaling fleet in Southern Ocean,9-Over,"Leader of the Greenpeace expedition , Shane Rattenbury said their eight small boats have begun to `` interfere '' with the whaling process .",1,0.9,9,1,,,0.7715167498,0.6172133998,0.15430335,0.4423258685,0.8846517369,0.1474419562
DS1,196,28661,Greenpeace activists clash with Japanese whaling fleet in Southern Ocean,9-Over,"Leader of the Greenpeace expedition , Shane Rattenbury said their eight small boats have begun to `` interfere '' with the whaling process .",1,0.9,9,0,interfere with the whaling process,0.23,0.6172133998,0.7715167498,0.15430335,0.15430335,0.7715167498,0.6172133998
DS1,196,28661,Greenpeace activists clash with Japanese whaling fleet in Southern Ocean,9-Over,"Leader of the Greenpeace expedition , Shane Rattenbury said their eight small boats have begun to `` interfere '' with the whaling process .",1,0.9,9,0,Greenpeace expedition,0.11,0.7071067812,0,0.7071067812,0.3015113446,0.9045340337,0.3015113446
DS1,196,28661,Greenpeace activists clash with Japanese whaling fleet in Southern Ocean,9-Over,"Leader of the Greenpeace expedition , Shane Rattenbury said their eight small boats have begun to `` interfere '' with the whaling process .",1,0.9,9,0,Greenpeace,0.8,0.3939192986,0,0.91914503,0.1360827635,0.9525793444,0.272165527
DS1,196,28661,Greenpeace activists clash with Japanese whaling fleet in Southern Ocean,9-Over,"Leader of the Greenpeace expedition , Shane Rattenbury said their eight small boats have begun to `` interfere '' with the whaling process .",1,0.9,9,0,whaling,0.23,0,0.7071067812,0.7071067812,0.3244428423,0.8111071057,0.4866642634
DS1,196,28661,Greenpeace activists clash with Japanese whaling fleet in Southern Ocean,9-Over,"Leader of the Greenpeace expedition , Shane Rattenbury said their eight small boats have begun to `` interfere '' with the whaling process .",1,0.9,9,0,eight small boats have begun to `` interfere '' with the whaling process,0.34,0.7715167498,0.6172133998,0.15430335,0.3244428423,0.8111071057,0.4866642634
DS1,196,28661,Greenpeace activists clash with Japanese whaling fleet in Southern Ocean,9-Over,"Leader of the Greenpeace expedition , Shane Rattenbury said their eight small boats have begun to `` interfere '' with the whaling process .",1,0.9,9,0,with the whaling process,0.23,0,0.3939192986,0.91914503,0,0.9701425001,0.242535625
DS1,196,28661,Greenpeace activists clash with Japanese whaling fleet in Southern Ocean,9-Over,"Leader of the Greenpeace expedition , Shane Rattenbury said their eight small boats have begun to `` interfere '' with the whaling process .",1,0.9,9,0,boats,0.11,0,0,1,0,0.9938837347,0.1104315261
DS1,196,28661,Greenpeace activists clash with Japanese whaling fleet in Southern Ocean,9-Over,"Leader of the Greenpeace expedition , Shane Rattenbury said their eight small boats have begun to `` interfere '' with the whaling process .",1,0.9,9,0,interfere,0.23,0.3244428423,0.8111071057,0.4866642634,0,0.91914503,0.3939192986
DS1,196,28661,Greenpeace activists clash with Japanese whaling fleet in Southern Ocean,9-Over,"Leader of the Greenpeace expedition , Shane Rattenbury said their eight small boats have begun to `` interfere '' with the whaling process .",1,0.9,9,0,Greenpeace expedition Shane Rattenbury said their eight small boats have begun to interfere,0.11,0.6172133998,0.7715167498,0.15430335,0.3244428423,0.8111071057,0.4866642634
DS1,197,28661,Greenpeace activists clash with Japanese whaling fleet in Southern Ocean,24-Over,Japan 's whaling program is expected to kill nearly one thousand whales this season .,1,0.21,3,1,,,0,1,0,0.8017837257,0.2672612419,0.5345224838
DS1,197,28661,Greenpeace activists clash with Japanese whaling fleet in Southern Ocean,24-Over,Japan 's whaling program is expected to kill nearly one thousand whales this season .,1,0.21,3,0,Japan,0.69,0,0,1,0,0.9805806757,0.1961161351
DS1,197,28661,Greenpeace activists clash with Japanese whaling fleet in Southern Ocean,24-Over,Japan 's whaling program is expected to kill nearly one thousand whales this season .,1,0.21,3,0,whaling,0.69,0,0.9805806757,0.1961161351,0,0.7071067812,0.7071067812
DS1,197,28661,Greenpeace activists clash with Japanese whaling fleet in Southern Ocean,24-Over,Japan 's whaling program is expected to kill nearly one thousand whales this season .,1,0.21,3,0,whales,0.23,0,0,1,0,0.894427191,0.4472135955
DS1,198,28661,Greenpeace activists clash with Japanese whaling fleet in Southern Ocean,4-Over,The Japanese whaling fleet has an expected catch of over 900 minke whales -- more than double its previous catch .,1,0.28,3,1,,,0.4850712501,0.7276068751,0.4850712501,0.4850712501,0.7276068751,0.4850712501
DS1,198,28661,Greenpeace activists clash with Japanese whaling fleet in Southern Ocean,4-Over,The Japanese whaling fleet has an expected catch of over 900 minke whales -- more than double its previous catch .,1,0.28,3,0,Japanese whaling,0.67,0.2294157339,0.6882472016,0.6882472016,0.1643989873,0.9863939238,0
DS1,198,28661,Greenpeace activists clash with Japanese whaling fleet in Southern Ocean,4-Over,The Japanese whaling fleet has an expected catch of over 900 minke whales -- more than double its previous catch .,1,0.28,3,0,whales,0.33,0.3713906764,0,0.9284766909,0,0.9863939238,0.1643989873
DS1,198,28661,Greenpeace activists clash with Japanese whaling fleet in Southern Ocean,4-Over,The Japanese whaling fleet has an expected catch of over 900 minke whales -- more than double its previous catch .,1,0.28,3,0,Japanese whaling fleet,0.67,0.4850712501,0.4850712501,0.7276068751,0.1643989873,0.9863939238,0
DS1,199,28661,Greenpeace activists clash with Japanese whaling fleet in Southern Ocean,16-Over,"The Japanese Institute of Cetacean Research , claim the amount of scientific data gathered by Japan 's research program ( JARPAII ) is extensive and that Japan 's whale research programs are conducted in accordance with the International Convention for the Regulation of Whaling .",1,0.21,5,1,,,0.2747211279,0,0.9615239476,0.1561737619,0.9370425713,0.3123475238
DS1,199,28661,Greenpeace activists clash with Japanese whaling fleet in Southern Ocean,16-Over,"The Japanese Institute of Cetacean Research , claim the amount of scientific data gathered by Japan 's research program ( JARPAII ) is extensive and that Japan 's whale research programs are conducted in accordance with the International Convention for the Regulation of Whaling .",1,0.21,5,0,Japanese,0.5,0,0,1,0.1400280084,0.9801960588,0.1400280084
DS1,199,28661,Greenpeace activists clash with Japanese whaling fleet in Southern Ocean,16-Over,"The Japanese Institute of Cetacean Research , claim the amount of scientific data gathered by Japan 's research program ( JARPAII ) is extensive and that Japan 's whale research programs are conducted in accordance with the International Convention for the Regulation of Whaling .",1,0.21,5,0,Whaling,0.75,0,0.2747211279,0.9615239476,0.1561737619,0.9370425713,0.3123475238
DS1,199,28661,Greenpeace activists clash with Japanese whaling fleet in Southern Ocean,16-Over,"The Japanese Institute of Cetacean Research , claim the amount of scientific data gathered by Japan 's research program ( JARPAII ) is extensive and that Japan 's whale research programs are conducted in accordance with the International Convention for the Regulation of Whaling .",1,0.21,5,0,Japan,0.25,0,0,1,0.1400280084,0.9801960588,0.1400280084
DS1,199,28661,Greenpeace activists clash with Japanese whaling fleet in Southern Ocean,16-Over,"The Japanese Institute of Cetacean Research , claim the amount of scientific data gathered by Japan 's research program ( JARPAII ) is extensive and that Japan 's whale research programs are conducted in accordance with the International Convention for the Regulation of Whaling .",1,0.21,5,0,Japan,0.25,0,0,1,0.1400280084,0.9801960588,0.1400280084
DS1,199,28661,Greenpeace activists clash with Japanese whaling fleet in Southern Ocean,16-Over,"The Japanese Institute of Cetacean Research , claim the amount of scientific data gathered by Japan 's research program ( JARPAII ) is extensive and that Japan 's whale research programs are conducted in accordance with the International Convention for the Regulation of Whaling .",1,0.21,5,0,whale,0.25,0.1240347346,0,0.9922778767,0.1400280084,0.9801960588,0.1400280084
DS1,200,28661,Greenpeace activists clash with Japanese whaling fleet in Southern Ocean,6-NonOver,Fin whales are the second largest creatures on earth .,0,0.14,1,1,,,0.1961161351,0,0.9805806757,0,0.894427191,0.4472135955
DS1,200,28661,Greenpeace activists clash with Japanese whaling fleet in Southern Ocean,6-NonOver,Fin whales are the second largest creatures on earth .,0,0.14,1,0,whales,1,0.1961161351,0,0.9805806757,0,0.9805806757,0.1961161351
DS1,201,28661,Greenpeace activists clash with Japanese whaling fleet in Southern Ocean,18-Over,"Greenpeace say over the next 2 years , 40 more fin whales will be added to the annual kill , along with 50 humpback whales .",1,0.2,4,1,,,0,0.9899494937,0.1414213562,0.8164965809,0.4082482905,0.4082482905
DS1,201,28661,Greenpeace activists clash with Japanese whaling fleet in Southern Ocean,18-Over,"Greenpeace say over the next 2 years , 40 more fin whales will be added to the annual kill , along with 50 humpback whales .",1,0.2,4,0,annual kill,0.5,0,0.9486832981,0.316227766,0.4082482905,0.4082482905,0.8164965809
DS1,201,28661,Greenpeace activists clash with Japanese whaling fleet in Southern Ocean,18-Over,"Greenpeace say over the next 2 years , 40 more fin whales will be added to the annual kill , along with 50 humpback whales .",1,0.2,4,0,Greenpeace,0.5,0,0,1,0,1,0
DS1,201,28661,Greenpeace activists clash with Japanese whaling fleet in Southern Ocean,18-Over,"Greenpeace say over the next 2 years , 40 more fin whales will be added to the annual kill , along with 50 humpback whales .",1,0.2,4,0,fin whales,0.5,0.1825741858,0.3651483717,0.9128709292,0.1414213562,0.9899494937,0
DS1,201,28661,Greenpeace activists clash with Japanese whaling fleet in Southern Ocean,18-Over,"Greenpeace say over the next 2 years , 40 more fin whales will be added to the annual kill , along with 50 humpback whales .",1,0.2,4,0,40 more fin whales will be added to the annual kill along with 50 humpback whales,0.5,0,0.9899494937,0.1414213562,0.8164965809,0.4082482905,0.4082482905
DS1,202,28661,Greenpeace activists clash with Japanese whaling fleet in Southern Ocean,13-Over,"`` We 're going to do everything we can over the coming weeks to interfere with the whaling process , and stop the whales being killed , '' he said , `` our small boats will be putting themselves between the harpoon and the whale .",1,0.4,8,1,,,0.894427191,0.4472135955,0,0.8703882798,0.3481553119,0.3481553119
DS1,202,28661,Greenpeace activists clash with Japanese whaling fleet in Southern Ocean,13-Over,"`` We 're going to do everything we can over the coming weeks to interfere with the whaling process , and stop the whales being killed , '' he said , `` our small boats will be putting themselves between the harpoon and the whale .",1,0.4,8,0,stop the whales being killed,0.27,0.9922778767,0.1240347346,0,0.5070925528,0.1690308509,0.8451542547
DS1,202,28661,Greenpeace activists clash with Japanese whaling fleet in Southern Ocean,13-Over,"`` We 're going to do everything we can over the coming weeks to interfere with the whaling process , and stop the whales being killed , '' he said , `` our small boats will be putting themselves between the harpoon and the whale .",1,0.4,8,0,whales,0.27,0,0,1,0,0.9615239476,0.2747211279
DS1,202,28661,Greenpeace activists clash with Japanese whaling fleet in Southern Ocean,13-Over,"`` We 're going to do everything we can over the coming weeks to interfere with the whaling process , and stop the whales being killed , '' he said , `` our small boats will be putting themselves between the harpoon and the whale .",1,0.4,8,0,do everything,0.53,0.6246950476,0,0.7808688094,0.174077656,0.6963106238,0.6963106238
DS1,202,28661,Greenpeace activists clash with Japanese whaling fleet in Southern Ocean,13-Over,"`` We 're going to do everything we can over the coming weeks to interfere with the whaling process , and stop the whales being killed , '' he said , `` our small boats will be putting themselves between the harpoon and the whale .",1,0.4,8,0,interfere,0.53,0.1690308509,0.8451542547,0.5070925528,0.1561737619,0.9370425713,0.3123475238
DS1,202,28661,Greenpeace activists clash with Japanese whaling fleet in Southern Ocean,13-Over,"`` We 're going to do everything we can over the coming weeks to interfere with the whaling process , and stop the whales being killed , '' he said , `` our small boats will be putting themselves between the harpoon and the whale .",1,0.4,8,0,whaling process,0.27,0,0.7808688094,0.6246950476,0.1690308509,0.8451542547,0.5070925528
DS1,202,28661,Greenpeace activists clash with Japanese whaling fleet in Southern Ocean,13-Over,"`` We 're going to do everything we can over the coming weeks to interfere with the whaling process , and stop the whales being killed , '' he said , `` our small boats will be putting themselves between the harpoon and the whale .",1,0.4,8,0,whaling,0.27,0,0.7808688094,0.6246950476,0.174077656,0.6963106238,0.6963106238
DS1,202,28661,Greenpeace activists clash with Japanese whaling fleet in Southern Ocean,13-Over,"`` We 're going to do everything we can over the coming weeks to interfere with the whaling process , and stop the whales being killed , '' he said , `` our small boats will be putting themselves between the harpoon and the whale .",1,0.4,8,0,to interfere with the whaling process,0.27,0.8451542547,0.5070925528,0.1690308509,0.1690308509,0.5070925528,0.8451542547
DS1,202,28661,Greenpeace activists clash with Japanese whaling fleet in Southern Ocean,13-Over,"`` We 're going to do everything we can over the coming weeks to interfere with the whaling process , and stop the whales being killed , '' he said , `` our small boats will be putting themselves between the harpoon and the whale .",1,0.4,8,0,We 're going to do everything we can over the coming weeks to interfere with the whaling process,0.27,0.894427191,0.4472135955,0,0.7427813527,0.3713906764,0.5570860145
DS1,203,28661,Greenpeace activists clash with Japanese whaling fleet in Southern Ocean,11-Over,He said the Japanese boat fought back with water cannons and one of several Greenpeace inflatables capsized in the wash .,1,0.72,5,1,,,0,0.9486832981,0.316227766,0,0.7071067812,0.7071067812
DS1,203,28661,Greenpeace activists clash with Japanese whaling fleet in Southern Ocean,11-Over,He said the Japanese boat fought back with water cannons and one of several Greenpeace inflatables capsized in the wash .,1,0.72,5,0,Greenpeace,0.77,0,0,1,0,1,0
DS1,203,28661,Greenpeace activists clash with Japanese whaling fleet in Southern Ocean,11-Over,He said the Japanese boat fought back with water cannons and one of several Greenpeace inflatables capsized in the wash .,1,0.72,5,0,Japanese,0.44,0,0.1414213562,0.9899494937,0,0.9899494937,0.1414213562
DS1,203,28661,Greenpeace activists clash with Japanese whaling fleet in Southern Ocean,11-Over,He said the Japanese boat fought back with water cannons and one of several Greenpeace inflatables capsized in the wash .,1,0.72,5,0,Japanese boat,0.33,0,0.1414213562,0.9899494937,0,0.9899494937,0.1414213562
DS1,203,28661,Greenpeace activists clash with Japanese whaling fleet in Southern Ocean,11-Over,He said the Japanese boat fought back with water cannons and one of several Greenpeace inflatables capsized in the wash .,1,0.72,5,0,Japanese boat fought back,0.22,0,0.7071067812,0.7071067812,0,0.8574929257,0.5144957554
DS1,203,28661,Greenpeace activists clash with Japanese whaling fleet in Southern Ocean,11-Over,He said the Japanese boat fought back with water cannons and one of several Greenpeace inflatables capsized in the wash .,1,0.72,5,0,Greenpeace inflatables capsized,0.22,0,0.8574929257,0.5144957554,0,0.7071067812,0.7071067812
DS1,204,28661,Greenpeace activists clash with Japanese whaling fleet in Southern Ocean,10-Over,"`` We positioned our two ships to the stern of the Japanese mother ship in order to prevent the whale being transferred on to the ship and we were successful in stopping that process for about 45-minutes , '' said Mr Rattenbury , describing a capture boat ramming the Greenpeace ship in an attempt to push it clear .",1,0.56,6,1,,,0.7844645406,0.5883484054,0.1961161351,0,0.7071067812,0.7071067812
DS1,204,28661,Greenpeace activists clash with Japanese whaling fleet in Southern Ocean,10-Over,"`` We positioned our two ships to the stern of the Japanese mother ship in order to prevent the whale being transferred on to the ship and we were successful in stopping that process for about 45-minutes , '' said Mr Rattenbury , describing a capture boat ramming the Greenpeace ship in an attempt to push it clear .",1,0.56,6,0,stopping that process,0.14,0.4082482905,0.4082482905,0.8164965809,0.1622214211,0.9733285268,0.1622214211
DS1,204,28661,Greenpeace activists clash with Japanese whaling fleet in Southern Ocean,10-Over,"`` We positioned our two ships to the stern of the Japanese mother ship in order to prevent the whale being transferred on to the ship and we were successful in stopping that process for about 45-minutes , '' said Mr Rattenbury , describing a capture boat ramming the Greenpeace ship in an attempt to push it clear .",1,0.56,6,0,whale,0.68,0.1414213562,0,0.9899494937,0,1,0
DS1,204,28661,Greenpeace activists clash with Japanese whaling fleet in Southern Ocean,10-Over,"`` We positioned our two ships to the stern of the Japanese mother ship in order to prevent the whale being transferred on to the ship and we were successful in stopping that process for about 45-minutes , '' said Mr Rattenbury , describing a capture boat ramming the Greenpeace ship in an attempt to push it clear .",1,0.56,6,0,Greenpeace,0.68,0.1414213562,0,0.9899494937,0,0.9899494937,0.1414213562
DS1,204,28661,Greenpeace activists clash with Japanese whaling fleet in Southern Ocean,10-Over,"`` We positioned our two ships to the stern of the Japanese mother ship in order to prevent the whale being transferred on to the ship and we were successful in stopping that process for about 45-minutes , '' said Mr Rattenbury , describing a capture boat ramming the Greenpeace ship in an attempt to push it clear .",1,0.56,6,0,ship,0.14,0.1414213562,0,0.9899494937,0,0.9899494937,0.1414213562
DS1,204,28661,Greenpeace activists clash with Japanese whaling fleet in Southern Ocean,10-Over,"`` We positioned our two ships to the stern of the Japanese mother ship in order to prevent the whale being transferred on to the ship and we were successful in stopping that process for about 45-minutes , '' said Mr Rattenbury , describing a capture boat ramming the Greenpeace ship in an attempt to push it clear .",1,0.56,6,0,Greenpeace ship,0.14,0.316227766,0,0.9486832981,0,1,0
DS1,204,28661,Greenpeace activists clash with Japanese whaling fleet in Southern Ocean,10-Over,"`` We positioned our two ships to the stern of the Japanese mother ship in order to prevent the whale being transferred on to the ship and we were successful in stopping that process for about 45-minutes , '' said Mr Rattenbury , describing a capture boat ramming the Greenpeace ship in an attempt to push it clear .",1,0.56,6,0,positioned,0.14,0.316227766,0,0.9486832981,0,0.8574929257,0.5144957554
DS1,205,28661,Greenpeace activists clash with Japanese whaling fleet in Southern Ocean,5-Over,"The fleet - owned by Kyodo Senpaku and part-owned by Nissui , Japan 's second-largest marine products firm - is also targeting endangered fin whales for what they claim is a scientific program .",1,0.08,2,1,,,0.1561737619,0.9370425713,0.3123475238,0.5570860145,0.7427813527,0.3713906764
DS1,205,28661,Greenpeace activists clash with Japanese whaling fleet in Southern Ocean,5-Over,"The fleet - owned by Kyodo Senpaku and part-owned by Nissui , Japan 's second-largest marine products firm - is also targeting endangered fin whales for what they claim is a scientific program .",1,0.08,2,0,Japan,0.71,0.1561737619,0.3123475238,0.9370425713,0,1,0
DS1,205,28661,Greenpeace activists clash with Japanese whaling fleet in Southern Ocean,5-Over,"The fleet - owned by Kyodo Senpaku and part-owned by Nissui , Japan 's second-largest marine products firm - is also targeting endangered fin whales for what they claim is a scientific program .",1,0.08,2,0,whales,0.71,0.7808688094,0,0.6246950476,0.3123475238,0.9370425713,0.1561737619
DS1,172,28687,Japanese whaling ship to dock in Hobart,6-Over,Greenpeace CEO Steve Shallhorn said that it is an opportunity for Australia to demonstrate its opposition .,1,0.16,6,1,,,0.894427191,0,0.4472135955,0.174077656,0.6963106238,0.6963106238
DS1,172,28687,Japanese whaling ship to dock in Hobart,6-Over,Greenpeace CEO Steve Shallhorn said that it is an opportunity for Australia to demonstrate its opposition .,1,0.16,6,0,Greenpeace,0.29,0.4472135955,0,0.894427191,0.5070925528,0.8451542547,0.1690308509
DS1,172,28687,Japanese whaling ship to dock in Hobart,6-Over,Greenpeace CEO Steve Shallhorn said that it is an opportunity for Australia to demonstrate its opposition .,1,0.16,6,0,said,0.29,0,0,1,0,0.9922778767,0.1240347346
DS1,172,28687,Japanese whaling ship to dock in Hobart,6-Over,Greenpeace CEO Steve Shallhorn said that it is an opportunity for Australia to demonstrate its opposition .,1,0.16,6,0,opportunity,0.29,0.6246950476,0,0.7808688094,0,0.9615239476,0.2747211279
DS1,172,28687,Japanese whaling ship to dock in Hobart,6-Over,Greenpeace CEO Steve Shallhorn said that it is an opportunity for Australia to demonstrate its opposition .,1,0.16,6,0,demonstrate,0.58,0.2747211279,0,0.9615239476,0,0.9615239476,0.2747211279
DS1,172,28687,Japanese whaling ship to dock in Hobart,6-Over,Greenpeace CEO Steve Shallhorn said that it is an opportunity for Australia to demonstrate its opposition .,1,0.16,6,0,opposition,0.58,0.174077656,0.6963106238,0.6963106238,0,0.894427191,0.4472135955
DS1,172,28687,Japanese whaling ship to dock in Hobart,6-Over,Greenpeace CEO Steve Shallhorn said that it is an opportunity for Australia to demonstrate its opposition .,1,0.16,6,0,Australia,0.29,0,0,1,0,0.9922778767,0.1240347346
DS1,173,28687,Japanese whaling ship to dock in Hobart,9-Over,"`` In some respects it can be counter-productive although I share the passion , I share their objective , we share of the objective of trying to stop whaling , '' he said .",1,0.08,1,1,,,0.894427191,0.4472135955,0,0.5070925528,0.1690308509,0.8451542547
DS1,173,28687,Japanese whaling ship to dock in Hobart,9-Over,"`` In some respects it can be counter-productive although I share the passion , I share their objective , we share of the objective of trying to stop whaling , '' he said .",1,0.08,1,0,whaling,1,0.1400280084,0.9801960588,0.1400280084,0.7427813527,0.5570860145,0.3713906764
DS1,188,28687,Japanese whaling ship to dock in Hobart,7-Over,"`` The Australian Government does have control over port authorities and we believe it does have the possibility to refuse to allow the ship to be refuelled , '' he said .",1,0.48,7,1,,,0.4364357805,0.2182178902,0.8728715609,0.2294157339,0.6882472016,0.6882472016
DS1,188,28687,Japanese whaling ship to dock in Hobart,7-Over,"`` The Australian Government does have control over port authorities and we believe it does have the possibility to refuse to allow the ship to be refuelled , '' he said .",1,0.48,7,0,ship,0.76,0,0.1643989873,0.9863939238,0,0.9284766909,0.3713906764
DS1,188,28687,Japanese whaling ship to dock in Hobart,7-Over,"`` The Australian Government does have control over port authorities and we believe it does have the possibility to refuse to allow the ship to be refuelled , '' he said .",1,0.48,7,0,Government,0.38,0,0.1643989873,0.9863939238,0,0.9863939238,0.1643989873
DS1,188,28687,Japanese whaling ship to dock in Hobart,7-Over,"`` The Australian Government does have control over port authorities and we believe it does have the possibility to refuse to allow the ship to be refuelled , '' he said .",1,0.48,7,0,control,0.19,0.4364357805,0.2182178902,0.8728715609,0,0.9284766909,0.3713906764
DS1,188,28687,Japanese whaling ship to dock in Hobart,7-Over,"`` The Australian Government does have control over port authorities and we believe it does have the possibility to refuse to allow the ship to be refuelled , '' he said .",1,0.48,7,0,port authorities,0.38,0.1924500897,0.1924500897,0.9622504486,0.2182178902,0.8728715609,0.4364357805
DS1,188,28687,Japanese whaling ship to dock in Hobart,7-Over,"`` The Australian Government does have control over port authorities and we believe it does have the possibility to refuse to allow the ship to be refuelled , '' he said .",1,0.48,7,0,refuse to allow,0.19,0.2294157339,0.6882472016,0.6882472016,0.2182178902,0.4364357805,0.8728715609
DS1,188,28687,Japanese whaling ship to dock in Hobart,7-Over,"`` The Australian Government does have control over port authorities and we believe it does have the possibility to refuse to allow the ship to be refuelled , '' he said .",1,0.48,7,0,possibility,0.19,0.4364357805,0.2182178902,0.8728715609,0,0.9284766909,0.3713906764
DS1,188,28687,Japanese whaling ship to dock in Hobart,7-Over,"`` The Australian Government does have control over port authorities and we believe it does have the possibility to refuse to allow the ship to be refuelled , '' he said .",1,0.48,7,0,refuse,0.19,0.2294157339,0.6882472016,0.6882472016,0.2294157339,0.6882472016,0.6882472016
DS1,189,28687,Japanese whaling ship to dock in Hobart,10-Over,"Japan claims that its whaling activities in the Southern Ocean are for scientific purposes , and reject suggestions that the catch is commercial .",1,0.29,2,1,,,0.174077656,0.6963106238,0.6963106238,0.1690308509,0.8451542547,0.5070925528
DS1,189,28687,Japanese whaling ship to dock in Hobart,10-Over,"Japan claims that its whaling activities in the Southern Ocean are for scientific purposes , and reject suggestions that the catch is commercial .",1,0.29,2,0,whaling,0.71,0.1690308509,0.5070925528,0.8451542547,0,0.7808688094,0.6246950476
DS1,189,28687,Japanese whaling ship to dock in Hobart,10-Over,"Japan claims that its whaling activities in the Southern Ocean are for scientific purposes , and reject suggestions that the catch is commercial .",1,0.29,2,0,Japan,0.71,0,0.2747211279,0.9615239476,0,0.894427191,0.4472135955
DS1,190,28687,Japanese whaling ship to dock in Hobart,5-Over,"The government stated it is opposed to commercial whaling , but that taking such action would be `` counter-productive '' .",1,0.29,1,1,,,0,0.7808688094,0.6246950476,0.1690308509,0.8451542547,0.5070925528
DS1,190,28687,Japanese whaling ship to dock in Hobart,5-Over,"The government stated it is opposed to commercial whaling , but that taking such action would be `` counter-productive '' .",1,0.29,1,0,whaling,1,0,0.6246950476,0.7808688094,0,0.9615239476,0.2747211279
DS1,141,29729,Southern Ocean whale slaughter to resume,6-Over,The activists aim to stop the Japanese whaling fleet as it tries to catch nearly 1000 whales for what is claimed to be scientific research .,1,0.31,2,1,,,0.2294157339,0.6882472016,0.6882472016,0,0.6,0.8
DS1,141,29729,Southern Ocean whale slaughter to resume,6-Over,The activists aim to stop the Japanese whaling fleet as it tries to catch nearly 1000 whales for what is claimed to be scientific research .,1,0.31,2,0,whaling,0.71,0,0.8,0.6,0,0.9284766909,0.3713906764
DS1,141,29729,Southern Ocean whale slaughter to resume,6-Over,The activists aim to stop the Japanese whaling fleet as it tries to catch nearly 1000 whales for what is claimed to be scientific research .,1,0.31,2,0,whales,0.71,0,0,1,0,1,0
DS1,142,29729,Southern Ocean whale slaughter to resume,25-Over,"However , Australia 's environment minister , Senator Ian Campbell , said that Sea Shepherd 's threats to attack the fleet `` risk setting back the cause of whale conservation many years '' .",1,0.31,2,1,,,0,0.9284766909,0.3713906764,0.2294157339,0.6882472016,0.6882472016
DS1,142,29729,Southern Ocean whale slaughter to resume,25-Over,"However , Australia 's environment minister , Senator Ian Campbell , said that Sea Shepherd 's threats to attack the fleet `` risk setting back the cause of whale conservation many years '' .",1,0.31,2,0,whale,0.89,0,0,1,0,1,0
DS1,142,29729,Southern Ocean whale slaughter to resume,25-Over,"However , Australia 's environment minister , Senator Ian Campbell , said that Sea Shepherd 's threats to attack the fleet `` risk setting back the cause of whale conservation many years '' .",1,0.31,2,0,to,0.45,0,0.1643989873,0.9863939238,0,0.9863939238,0.1643989873
DS1,144,29729,Southern Ocean whale slaughter to resume,5-Over,"Greenpeace has two ships , MV Esperanza and MV Arctic Sunrise , active near Antarctica , in an effort to disrupt the whalers , who intend on slaughtering over 900 Minke whales and 10 Fin whales in the region this summer .",1,0.63,6,1,,,0.5883484054,0.7844645406,0.1961161351,0.3651483717,0.1825741858,0.9128709292
DS1,144,29729,Southern Ocean whale slaughter to resume,5-Over,"Greenpeace has two ships , MV Esperanza and MV Arctic Sunrise , active near Antarctica , in an effort to disrupt the whalers , who intend on slaughtering over 900 Minke whales and 10 Fin whales in the region this summer .",1,0.63,6,0,who intend on slaughtering over 900 Minke whales and 10 Fin whales in the region this summer,0.15,0,1,0,0.6396021491,0.4264014327,0.6396021491
DS1,144,29729,Southern Ocean whale slaughter to resume,5-Over,"Greenpeace has two ships , MV Esperanza and MV Arctic Sunrise , active near Antarctica , in an effort to disrupt the whalers , who intend on slaughtering over 900 Minke whales and 10 Fin whales in the region this summer .",1,0.63,6,0,whalers,0.45,0,0.7071067812,0.7071067812,0.1825741858,0.9128709292,0.3651483717
DS1,144,29729,Southern Ocean whale slaughter to resume,5-Over,"Greenpeace has two ships , MV Esperanza and MV Arctic Sunrise , active near Antarctica , in an effort to disrupt the whalers , who intend on slaughtering over 900 Minke whales and 10 Fin whales in the region this summer .",1,0.63,6,0,whales,0.6,0.5144957554,0,0.8574929257,0.1622214211,0.9733285268,0.1622214211
DS1,144,29729,Southern Ocean whale slaughter to resume,5-Over,"Greenpeace has two ships , MV Esperanza and MV Arctic Sunrise , active near Antarctica , in an effort to disrupt the whalers , who intend on slaughtering over 900 Minke whales and 10 Fin whales in the region this summer .",1,0.63,6,0,whales,0.45,0.5144957554,0,0.8574929257,0.1622214211,0.9733285268,0.1622214211
DS1,144,29729,Southern Ocean whale slaughter to resume,5-Over,"Greenpeace has two ships , MV Esperanza and MV Arctic Sunrise , active near Antarctica , in an effort to disrupt the whalers , who intend on slaughtering over 900 Minke whales and 10 Fin whales in the region this summer .",1,0.63,6,0,slaughtering,0.45,0,1,0,0.6396021491,0.6396021491,0.4264014327
