	index	Dataset	Tweet Id	Tweet Author	Tweet Date	Tweet Seed Index	Tweet Content	Tweet Event Relevance Score	Number of Relevant Mentions	Overall Sentiment-Intensity	Relevant Mention	Relevant Mention Score	Positive Sentiment	Negative Sentiment	Neutral Sentiment	High Intensity	Low Intensity	Medium Intensity	Unnamed: 17	Unnamed: 18	Unnamed: 19	Unnamed: 20	Unnamed: 21	Unnamed: 22	Unnamed: 23	Unnamed: 24	Unnamed: 25	Unnamed: 26	Unnamed: 27	Unnamed: 28	Unnamed: 29	Unnamed: 30	Unnamed: 31	Unnamed: 32	Unnamed: 33	Unnamed: 34	Unnamed: 35	Unnamed: 36	Unnamed: 37	Unnamed: 38	Unnamed: 39	Unnamed: 40	Unnamed: 41	Unnamed: 42	Unnamed: 43	Unnamed: 44	Unnamed: 45	Unnamed: 46	Unnamed: 47	Unnamed: 48	Unnamed: 49	Unnamed: 50	Unnamed: 51	Unnamed: 52	Unnamed: 53	Unnamed: 54	Unnamed: 55	Unnamed: 56	Unnamed: 57	Unnamed: 58	Unnamed: 59	Unnamed: 60	Unnamed: 61	Unnamed: 62	Unnamed: 63	Unnamed: 64	Unnamed: 65	Unnamed: 66	Unnamed: 67	Unnamed: 68	Unnamed: 69	Unnamed: 70	Unnamed: 71	Unnamed: 72	Unnamed: 73	Unnamed: 74	Unnamed: 75	Unnamed: 76	Unnamed: 77	Unnamed: 78	Unnamed: 79	Unnamed: 80	Unnamed: 81	Unnamed: 82	Unnamed: 83	Unnamed: 84	Unnamed: 85	Unnamed: 86	Unnamed: 87	Unnamed: 88	Unnamed: 89	Unnamed: 90	Unnamed: 91	Unnamed: 92	Unnamed: 93	Unnamed: 94	Unnamed: 95	Unnamed: 96	Unnamed: 97	Unnamed: 98	Unnamed: 99	Unnamed: 100	Unnamed: 101	Unnamed: 102	Unnamed: 103	Unnamed: 104	Unnamed: 105	Unnamed: 106	Unnamed: 107	Unnamed: 108	Unnamed: 109	Unnamed: 110	Unnamed: 111	Unnamed: 112	Unnamed: 113	Unnamed: 114	Unnamed: 115	Unnamed: 116	Unnamed: 117	Unnamed: 118	Unnamed: 119	Unnamed: 120	Unnamed: 121	Unnamed: 122	Unnamed: 123	Unnamed: 124	Unnamed: 125	Unnamed: 126	Unnamed: 127	Unnamed: 128	Unnamed: 129	Unnamed: 130	Unnamed: 131	Unnamed: 132	Unnamed: 133	Unnamed: 134	Unnamed: 135	Unnamed: 136	Unnamed: 137	Unnamed: 138	Unnamed: 139	Unnamed: 140	Unnamed: 141	Unnamed: 142	Unnamed: 143	Unnamed: 144	Unnamed: 145	Unnamed: 146	Unnamed: 147	Unnamed: 148	Unnamed: 149	Unnamed: 150	Unnamed: 151	Unnamed: 152	Unnamed: 153	Unnamed: 154	Unnamed: 155	Unnamed: 156	Unnamed: 157	Unnamed: 158	Unnamed: 159	Unnamed: 160
135	135	DS2	23918	@MaxsClumpArt	2014-05-02	whaling_127	RT @ferretfanatics: Denounce Japan for Resuming Whaling Off Antarctica - ForceChange http://t.co/eJDpuBz5qR	1.0	3.0	1			0.0	0.9486832981	0.316227766	0.3651483717	0.1825741858	0.9128709292																																																																																																																																																
136	136	DS2	23917	@gterritsen	2014-05-02	whaling_126	Denounce Japan for Whale Slaughter - ForceChange http://t.co/vci4rLYSlD	1.0	5.0	1			0.4364357805	0.8728715609	0.2182178902	0.6882472016	0.6882472016	0.2294157339																																																																																																																																																
137	137	DS2	23915	@calminsensehypn	2014-05-01	whaling_124	Denounce Japan for Whale Slaughter - ForceChange http://t.co/SnngjhWaJj	1.0	4.0	1			0.272165527	0.9525793444	0.1360827635	0.15430335	0.7715167498	0.6172133998																																																																																																																																																
138	138	DS2	23914	@ZEROMISHIMA	2014-05-01	whaling_123	New Zealand: Stand Against Whaling! - The Petition Site http://t.co/Jo8IG8ynYv	1.0	4.0	1			0.9370425713	0.1561737619	0.3123475238	0.3481553119	0.8703882798	0.3481553119																																																																																																																																																
139	139	DS2	23912	@lindamsenos	2014-05-01	whaling_121	Japan's whaling - the end is nigh - News - The Ecologist http://t.co/VU1UHWNJz0	1.0	3.0	1			0.7715167498	0.6172133998	0.15430335	0.4866642634	0.3244428423	0.8111071057																																																																																																																																																
140	140	DS2	23910	@rodneygantt	2014-05-01	whaling_119	A huge victory for whales - World Court says Japan's 'scientific' whaling is illegal and must end. http://t.co/RcEOGe8DHT via @action4ifaw	1.0	9.0	1			0.9899494937	0.0	0.1414213562	0.1825741858	0.3651483717	0.9128709292																																																																																																																																																
141	141	DS2	23909	@gaebby2009	2014-05-01	whaling_118	Denounce Japan for Whale Slaughter - ForceChange http://t.co/i7NKFI711l	1.0	5.0	1			0.7071067812	0.7071067812	0.0	0.1825741858	0.3651483717	0.9128709292																																																																																																																																																
142	142	DS2	23908	@florina_cupsa	2014-05-01	whaling_117	Denounce Japan for Whale Slaughter - ForceChange http://t.co/Fzzmi5AgOO	1.0	5.0	1			0.1400280084	0.9801960588	0.1400280084	0.174077656	0.6963106238	0.6963106238																																																																																																																																																
143	143	DS2	23904	@NaiNJ59	2014-05-01	whaling_113	Denounce Japan for Whale Slaughter - ForceChange http://t.co/d10C5DFlzA	1.0	7.0	1			0.3481553119	0.8703882798	0.3481553119	0.5570860145	0.3713906764	0.7427813527																																																																																																																																																
144	144	DS2	23903	@teddysarco	2014-05-01	whaling_112	Denounce Japan for Whale Slaughter - ForceChange http://t.co/ukxhpKGwoy	1.0	5.0	1			0.1360827635	0.9525793444	0.272165527	0.1360827635	0.9525793444	0.272165527																																																																																																																																																
145	145	DS2	23902	@HelmutNater	2014-05-01	whaling_111	Denounce Japan for Whale Slaughter - ForceChange http://t.co/7j5GdedYYL	1.0	3.0	1			0.0	0.9701425001	0.242535625	0.6172133998	0.15430335	0.7715167498																																																																																																																																																
146	146	DS2	11	@hleistra	2014-05-01	whaling_110	@FilthyFrank Instructions unclear: bought entire Japanese whaling fleet - now what	1.0	2.0	1			0.0	0.7071067812	0.7071067812	0.2357022604	0.9428090416	0.2357022604																																																																																																																																																
147	147	DS2	23899	@sugarbaby4597	2014-05-01	whaling_105	RT @NettUrsula: Denounce Japan for Whale Slaughter - ForceChange http://t.co/2TWCW3s3CV	1.0	4.0	1			0.5883484054	0.7844645406	0.1961161351	0.5883484054	0.7844645406	0.1961161351																																																																																																																																																
148	148	DS2	23898	@NettUrsula	2014-05-01	whaling_104	Denounce Japan for Whale Slaughter - ForceChange http://t.co/2TWCW3s3CV	1.0	6.0	1			0.4364357805	0.8728715609	0.2182178902	0.7276068751	0.4850712501	0.4850712501																																																																																																																																																
149	149	DS2	23897	@PseudoiBtr	2014-05-01	whaling_103	World court orders Japan to stop whaling in Antarctic waters - Christian Science Monitor	1.0	3.0	1			0.7071067812	0.0	0.7071067812	0.0	0.8574929257	0.5144957554																																																																																																																																																
150	150	DS2	23896	@DArcyMayoOnline	2014-04-30	whaling_102	Denounce Japan for Whale Slaughter - ForceChange http://t.co/SfgU1enbjB	1.0	7.0	1			0.3481553119	0.8703882798	0.3481553119	0.6963106238	0.6963106238	0.174077656																																																																																																																																																
151	151	DS2	23895	@ellymay22	2014-04-30	whaling_101	Denounce Japan for Whale Slaughter - ForceChange http://t.co/DeiBleo8Fs	1.0	5.0	1			0.123091491	0.9847319278	0.123091491	0.15430335	0.6172133998	0.7715167498																																																																																																																																																
152	152	DS2	23938	@IrelephantPhoto	2014-05-02	whaling_147	In a Major Victory, Court Orders a Halt on Japanese Whaling - Slate Magazine (blog) http://t.co/v0xvsUXJq1	1.0	5.0	1			0.9622504486	0.1924500897	0.1924500897	0.0	0.8	0.6																																																																																																																																																
153	153	DS2	23946	@TaniaBossi	2014-05-03	whaling_155	RT @SeaShepherd_USA: #Whales #FTW - Intl Court of Justice Rules Japan's S.O. Whaling 'Not Scientific' http://t.co/Pk9seksox2 #SeaShepherd h…	1.0	5.0	1			0.242535625	0.0	0.9701425001	0.0	0.91914503	0.3939192986																																																																																																																																																
154	154	DS2	24110	@BuzzAlertVideo	2014-05-12	whaling_321	Japanese whalers have restarted operations in the north-west Pacific only weeks after the ... - http://t.co/y8V4v4OeIG	1.0	2.0	1			0.1690308509	0.5070925528	0.8451542547	0.0	0.894427191	0.4472135955																																																																																																																																																
155	155	DS2	23953	@irissmythe	2014-05-03	whaling_162	Denounce Japan for Whale Slaughter - ForceChange http://t.co/AhIjtE0zKQ	1.0	6.0	1			0.6963106238	0.6963106238	0.174077656	0.7427813527	0.5570860145	0.3713906764																																																																																																																																																
156	156	DS2	24001	@STPGeography	2014-05-07	whaling_210	RT @GeogJag: #ASCold Whaling update - Japan confirms cancellation of whale hunt in response to court ruling http://t.co/XULGHgxs1C via @gua…	1.0	5.0	1			0.7844645406	0.1961161351	0.5883484054	0.0	0.9486832981	0.316227766																																																																																																																																																
157	157	DS2	24000	@GeogJag	2014-05-07	whaling_209	#ASCold Whaling update - Japan confirms cancellation of whale hunt in response to court ruling http://t.co/XULGHgxs1C via @guardian	1.0	5.0	1			0.91914503	0.0	0.3939192986	0.0	0.8320502943	0.5547001962																																																																																																																																																
158	158	DS2	23997	@MAbualzait	2014-05-06	whaling_206	Japanese whaling group intends to resume its hunts - #News #اندرويد #androidDev #android... http://t.co/o4hH9eHlqj #Environment #news	1.0	3.0	1			0.0	0.7071067812	0.7071067812	0.1961161351	0.7844645406	0.5883484054																																																																																																																																																
159	159	DS2	23996	@elisabeth_roger	2014-05-06	whaling_205	Denounce Japan for Whale Slaughter - ForceChange http://t.co/m13yyDF8X5	1.0	4.0	1			0.1400280084	0.9801960588	0.1400280084	0.3713906764	0.5570860145	0.7427813527																																																																																																																																																
160	160	DS2	23995	@ALJambor	2014-05-06	whaling_204	A whaling we will go - July 24, 2014 #newrelease #amwriting http://t.co/7965m6mOWl	1.0	2.0	1			0.4850712501	0.4850712501	0.7276068751	0.0	0.9284766909	0.3713906764																																																																																																																																																
161	161	DS2	23993	@1WildlifeNews	2014-05-06	whaling_202	European campaign warns seafood expo: 'don't support whale ... - http://t.co/3QZ0RsElPI #Fisheries #Whales #Whaling #Marine	1.0	4.0	1			0.6172133998	0.15430335	0.7715167498	0.0	0.7071067812	0.7071067812																																																																																																																																																
162	162	DS2	23819	@badassday	2014-04-29	whaling_20	Oh the wonderful Japanese - refusing to compensate the surviving handful of their forced sex slaves, whaling, & irradiating the Pacific.	1.0	5.0	1			0.0	1.0	0.0	0.7276068751	0.4850712501	0.4850712501																																																																																																																																																
163	163	DS2	23990	@DaveBlyehf	2014-05-06	whaling_199	Japan Ordered to End Whaling as Hunt Is Not Science - Bloomberg	1.0	8.0	1			0.5570860145	0.7427813527	0.3713906764	0.3713906764	0.7427813527	0.5570860145																																																																																																																																																
164	164	DS2	23818	@Yushin_Maru_No1	2014-04-29	whaling_19	Article - Why we should allow whaling. http://t.co/Ld2QNsr4No  #Tweet4Taiji #ShutTaijiDown #tweet4dolphins #opkillingbay #seashepherd	1.0	4.0	1			0.6246950476	0.0	0.7808688094	0.0	0.9922778767	0.1240347346																																																																																																																																																
165	165	DS2	23975	@jgordonshare	2014-05-05	whaling_184	Whaling on Tegmark - woit's review. http://t.co/sEBZkCZDGI Bordering on ad hominem.	1.0	2.0	1			0.0	0.2747211279	0.9615239476	0.0	0.9615239476	0.2747211279																																																																																																																																																
166	166	DS2	23974	@katrinataylor17	2014-05-05	whaling_183	Denounce Japan for Whale Slaughter - ForceChange http://t.co/tNDLYnOSbf	1.0	5.0	1			0.4472135955	0.894427191	0.0	0.0	0.6246950476	0.7808688094																																																																																																																																																
167	167	DS2	23973	@KodiakLady	2014-05-05	whaling_182	Denounce Japan for Whale Slaughter - ForceChange http://t.co/jbZQzTaR8u	1.0	6.0	1			0.5345224838	0.8017837257	0.2672612419	0.2357022604	0.2357022604	0.9428090416																																																																																																																																																
168	168	DS2	23972	@blownforgood	2014-05-05	whaling_181	#scientology - less scientific than Japanese whaling #Flagdown2014 http://t.co/coqFy7j6pq	1.0	1.0	1			0.0	0.894427191	0.4472135955	0.3713906764	0.7427813527	0.5570860145																																																																																																																																																
169	169	DS2	23970	@junglejanet	2014-05-05	whaling_179	RT @QuadFins4Fun: Whaling in the Antarctic Australia v. Japan (New Zealand intervening) - http://t.co/zQAdUMqF8e #WhaleWars	1.0	3.0	1			0.3713906764	0.5570860145	0.7427813527	0.0	0.894427191	0.4472135955																																																																																																																																																
170	170	DS2	23969	@QuadFins4Fun	2014-05-05	whaling_178	Whaling in the Antarctic Australia v. Japan (New Zealand intervening) - http://t.co/zQAdUMqF8e #WhaleWars	1.0	4.0	1			0.4082482905	0.4082482905	0.8164965809	0.0	0.7071067812	0.7071067812																																																																																																																																																
171	171	DS2	23968	@qwmp	2014-05-05	whaling_177	RT @mongabay: Japan changes its mind about Antarctic whaling ban, plans to continue hunts in 2015 #AprTop50 - 26 http://t.co/8zBP6pcVKY	1.0	7.0	1			0.0	0.9284766909	0.3713906764	0.0	0.8	0.6																																																																																																																																																
172	172	DS2	23967	@mongabay	2014-05-05	whaling_176	Japan changes its mind about Antarctic whaling ban, plans to continue hunts in 2015 #AprTop50 - 26 http://t.co/8zBP6pcVKY	1.0	8.0	1			0.3244428423	0.8111071057	0.4866642634	0.1360827635	0.9525793444	0.272165527																																																																																																																																																
173	173	DS2	23966	@tiffany11967	2014-05-05	whaling_175	Denounce Japan for Whale Slaughter - ForceChange http://t.co/FqyUmzzrbF	1.0	4.0	1			0.3015113446	0.9045340337	0.3015113446	0.15430335	0.6172133998	0.7715167498																																																																																																																																																
174	174	DS2	23965	@AnnitaStephanou	2014-05-05	whaling_174	Denounce Japan for Whale Slaughter - ForceChange http://t.co/o5fGigFMBi	1.0	3.0	1			0.1360827635	0.9525793444	0.272165527	0.15430335	0.7715167498	0.6172133998																																																																																																																																																
175	175	DS2	23963	@TamaraSteyn	2014-05-05	whaling_172	Denounce Japan for Whale Slaughter - ForceChange http://t.co/0higqppH3N	1.0	4.0	1			0.0	1.0	0.0	0.6963106238	0.174077656	0.6963106238																																																																																																																																																
176	176	DS2	23962	@TamaraSteyn	2014-05-05	whaling_171	Denounce Japan for Whale Slaughter - ForceChange http://t.co/SsHQSPH80y	1.0	4.0	1			0.1561737619	0.9370425713	0.3123475238	0.8451542547	0.1690308509	0.5070925528																																																																																																																																																
177	177	DS2	23961	@gabyalex16	2014-05-05	whaling_170	Denounce Japan for Whale Slaughter - ForceChange http://t.co/w79zXXlhHw	1.0	4.0	1			0.1400280084	0.9801960588	0.1400280084	0.5070925528	0.8451542547	0.1690308509																																																																																																																																																
178	178	DS2	23816	@FreeChoiceLab	2014-04-29	whaling_17	RT @HatfieldMSC: Scientists use DNA to identify species killed during early whaling days - http://t.co/lgaSx7TQrZ	1.0	2.0	1			0.0	0.3713906764	0.9284766909	0.0	0.9863939238	0.1643989873																																																																																																																																																
179	179	DS2	23960	@MermaidMarla	2014-05-04	whaling_169	RT @therightblue: Japanese whaling to continue despite court ruling - http://t.co/chMxkhRWoA http://t.co/bJ7c0jLgZ8	1.0	2.0	1			0.0	0.6	0.8	0.2182178902	0.8728715609	0.4364357805																																																																																																																																																
180	180	DS2	23958	@NittyGrittyLovn	2014-05-04	whaling_167	Whaling Information and Whale Hunting Facts - WDC: http://t.co/deMfTl8OUo	1.0	6.0	1			0.3713906764	0.5570860145	0.7427813527	0.1690308509	0.8451542547	0.5070925528																																																																																																																																																
181	181	DS2	23956	@BuzzAlertVideo	2014-05-04	whaling_165	TIL: Now that Japan has ceased whaling, Norway kills more whales than any other country. - http://t.co/wS1kPMY1uO	1.0	4.0	1			0.0	0.9284766909	0.3713906764	0.0	0.6	0.8																																																																																																																																																
182	182	DS2	23954	@Vegan4life63	2014-05-03	whaling_163	Denounce Japan for Whale Slaughter - ForceChange http://t.co/yJv7COGfO7	1.0	5.0	1			0.3015113446	0.9045340337	0.3015113446	0.6666666667	0.6666666667	0.3333333333																																																																																																																																																
183	183	DS2	23894	@GGBoutiq2eus	2014-04-30	whaling_100	UN Court Rules Against Japan in Whaling Dispute - New York Times	1.0	3.0	1			0.1360827635	0.9525793444	0.272165527	0.0	0.8320502943	0.5547001962																																																																																																																																																
184	184	DS2	23809	@oceanairclimate	2014-04-29	whaling_10	Japanese whaling fleet leaves port weeks after International court delivers ban verdict - WDC: http://t.co/BeuDUh5NO8	1.0	7.0	1			0.0	0.7071067812	0.7071067812	0.0	0.7071067812	0.7071067812																																																																																																																																																
185	185	DS2	17	@ShutTaijiDown	2014-05-16	whaling_413	Whaling town sued by dolphin activists - The Japan Times: Whaling town sued by dolphin act... http://t.co/b7jFFyQuJ1 #Taiji #Tweet4Taiji	1.0	9.0	1			0.5144957554	0.8574929257	0.0	0.4082482905	0.4082482905	0.8164965809																																																																																																																																																
186	186	DS2	23835	@rcarr57	2014-04-29	whaling_39	Denounce #Japan for Whale Slaughter - ForceChange http://t.co/DAHdf8KaRw - Made In #Japan - Not In My Home! Disgusting!	1.0	4.0	1			0.1561737619	0.9370425713	0.3123475238	0.5570860145	0.7427813527	0.3713906764																																																																																																																																																
187	187	DS2	23825	@AngelNanie	2014-04-29	whaling_27	Denounce Japan for Whale Slaughter - ForceChange http://t.co/6HPwqSdLlN	1.0	3.0	1			0.6396021491	0.6396021491	0.4264014327	0.1622214211	0.9733285268	0.1622214211																																																																																																																																																
188	188	DS2	24060	@vofnjapan	2014-05-09	whaling_271	#VOFNPaper Japan continues whaling in north-west Pacific - &#8230;  to be sold.         Yoshimasa Hayashi, Japan&#... http://t.co/9c40cLf8vk	1.0	4.0	1			0.7071067812	0.7071067812	0.0	0.0	0.9899494937	0.1414213562																																																																																																																																																
189	189	DS2	24063	@AmandaBown77	2014-05-09	whaling_274	I've nothing against the Japanese - I hope to visit some day, I've just got an issue with their whaling which I believe is wrong.	1.0	4.0	1			0.4364357805	0.8728715609	0.2182178902	0.0	0.3713906764	0.9284766909																																																																																																																																																
190	190	DS2	24064	@thejenwilkinson	2014-05-09	whaling_275	BBC News - Japan accepts court ban on Antarctic whaling http://t.co/cjRJ1IRFcP	1.0	5.0	1			0.5547001962	0.0	0.8320502943	0.0	0.8320502943	0.5547001962																																																																																																																																																
191	191	DS2	24065	@Veneunida	2014-05-09	whaling_276	RT @thejenwilkinson: BBC News - Japan accepts court ban on Antarctic whaling http://t.co/cjRJ1IRFcP	1.0	4.0	1			0.8	0.0	0.6	0.2182178902	0.8728715609	0.4364357805																																																																																																																																																
192	192	DS2	24066	@TheresaSMcEvoy	2014-05-09	whaling_277	A huge victory for whales - World Court says Japan's 'scientific' whaling is illegal and must end. http://t.co/pzHwjW1Y8u via @action4ifaw	1.0	7.0	1			0.9428090416	0.2357022604	0.2357022604	0.2357022604	0.2357022604	0.9428090416																																																																																																																																																
193	193	DS2	24067	@vofnjapan	2014-05-09	whaling_278	#VOFNPaper Japanese whaling ships coming back - &#8230;  following summer. Photo: Frederique Olivier         Japan... http://t.co/TvIzmNpuPv	1.0	5.0	1			0.0	0.3939192986	0.91914503	0.0	0.8320502943	0.5547001962																																																																																																																																																
194	194	DS2	24068	@SealScotland	2014-05-09	whaling_279	Japanese whaling ships to roam Antarctic again -  http://t.co/A7bsNL9Obg via @smh	1.0	2.0	1			0.0	0.1961161351	0.9805806757	0.0	0.9805806757	0.1961161351																																																																																																																																																
195	195	DS2	23826	@kcornelius75	2014-04-29	whaling_28	RT @esduckie: Denounce Japan for Whale Slaughter - ForceChange http://t.co/fJ1jMSGuPD	1.0	4.0	1			0.0	0.9486832981	0.316227766	0.4082482905	0.8164965809	0.4082482905																																																																																																																																																
196	196	DS2	24069	@WendyGayleWorth	2014-05-09	whaling_280	RT @SealScotland: Japanese whaling ships to roam Antarctic again -  http://t.co/A7bsNL9Obg via @smh	1.0	2.0	1			0.1924500897	0.1924500897	0.9622504486	0.0	0.9863939238	0.1643989873																																																																																																																																																
197	197	DS2	24072	@cleaninggirl	2014-05-10	whaling_283	RT @SealScotland: Japanese whaling ships to roam Antarctic again -  http://t.co/KSQirjuZG5 via @smh	1.0	3.0	1			0.3481553119	0.8703882798	0.3481553119	0.1690308509	0.5070925528	0.8451542547																																																																																																																																																
198	198	DS2	24073	@badassday	2014-05-10	whaling_284	@grantalien it's like Japanese whaling - purely for research purposes. @Beefylol	1.0	3.0	1			0.1825741858	0.3651483717	0.9128709292	0.0	0.7071067812	0.7071067812																																																																																																																																																
199	199	DS2	24075	@GOJapanDaily	2014-05-10	whaling_286	BREAKING NEWS - Japan Accepted Court ban on Antarctic Whaling http://t.co/zj87oWZJq6 http://t.co/nU3bAkb5YQ #japan	1.0	4.0	1			0.5883484054	0.1961161351	0.7844645406	0.0	0.8574929257	0.5144957554																																																																																																																																																
200	200	DS2	24078	@UK_ElectionNews	2014-05-10	whaling_289	International Whaling - That this House condemns the departure of the Japanese whaling fleet for Antarctica... http://t.co/7QyNXhuB9l	1.0	3.0	1			0.1961161351	0.5883484054	0.7844645406	0.4264014327	0.6396021491	0.6396021491																																																																																																																																																
201	201	DS2	4	@mareecollier48	2014-04-29	whaling_29	Denounce Japan for Whale Slaughter - ForceChange http://t.co/XZ4ueUL4la	1.0	4.0	1			0.4472135955	0.894427191	0.0	0.5570860145	0.3713906764	0.7427813527																																																																																																																																																
202	202	DS2	24079	@Vancouver_Now	2014-05-10	whaling_290	Classes & Workshops: http://t.co/sMBvjTxSNy - RT @WildSalmonCove Japanese #Whaling in Southern Oceans SEMINAR at the University of Britis...	1.0	2.0	1			0.0	0.0	1.0	0.0	0.8574929257	0.5144957554																																																																																																																																																
203	203	DS2	24080	@thewhaling	2014-05-10	whaling_291	RT @Vancouver_Now: Classes & Workshops: http://t.co/sMBvjTxSNy - RT @WildSalmonCove Japanese #Whaling in Southern Oceans SEMINAR at the Uni…	1.0	1.0	1			0.1825741858	0.3651483717	0.9128709292	0.1825741858	0.9128709292	0.3651483717																																																																																																																																																
204	204	DS2	24082	@Save_TheOrcas	2014-05-10	whaling_293	Japan restarts whaling program in north-west Pacific from base at port of Ayukawa  - Yahoo!7 http://t.co/NpcOKsWt72 via @Yahoo7	1.0	5.0	1			0.0	0.894427191	0.4472135955	0.1690308509	0.5070925528	0.8451542547																																																																																																																																																
205	205	DS2	24084	@johnsweeneyroar	2014-05-10	whaling_295	RT @blownforgood: #scientology - less scientific than Japanese whaling #Flagdown2014 http://t.co/coqFy7j6pq	1.0	1.0	1			0.0	0.7071067812	0.7071067812	0.0	0.7071067812	0.7071067812																																																																																																																																																
206	206	DS2	24087	@GOJapanDaily	2014-05-11	whaling_298	BREAKING NEWS - Japan Accepted Court ban on Antarctic Whaling http://t.co/zClzoBQHT5 http://t.co/nU3bAkb5YQ #japan	1.0	4.0	1			0.7071067812	0.7071067812	0.0	0.0	0.5144957554	0.8574929257																																																																																																																																																
207	207	DS2	23827	@ATHOSYORK	2014-04-29	whaling_30	We are all animals ! You kill them you kill us too. Denounce #Japan for #Whale Slaughter - ForceChange http://t.co/ytFptxaM1i	1.0	7.0	1			0.0	0.9486832981	0.316227766	0.8574929257	0.5144957554	0.0																																																																																																																																																
208	208	DS2	24096	@Celinuchis90	2014-05-11	whaling_307	Denounce #Japan for Whale Slaughter - ForceChange #AnimalRights  http://t.co/cHwZEx4MXg	1.0	6.0	1			0.1400280084	0.9801960588	0.1400280084	0.6963106238	0.174077656	0.6963106238																																																																																																																																																
209	209	DS2	24097	@cikapera	2014-05-11	whaling_308	Japanese whaling caught in a tight spot - http://t.co/ByN03m1mzo	1.0	3.0	1			0.3015113446	0.9045340337	0.3015113446	0.0	0.8320502943	0.5547001962																																																																																																																																																
210	210	DS2	23828	@VampireKiss144	2014-04-29	whaling_31	Denounce Japan for Whale Slaughter - ForceChange http://t.co/48kmz5I2q7	1.0	4.0	1			0.6246950476	0.7808688094	0.0	0.1690308509	0.8451542547	0.5070925528																																																																																																																																																
211	211	DS2	24292	@DianeN56	2014-05-22	whaling_508	The Australian Whaling Ship Captain Who Didn't Want To Kill Whales Has Died Aged 83 - http://t.co/vRPwCDZTGA http://t.co/Wo2pKyUril	1.0	4.0	1			0.5883484054	0.1961161351	0.7844645406	0.0	0.9486832981	0.316227766																																																																																																																																																
212	212	DS2	24105	@JoseLagarescor	2014-05-12	whaling_316	Denounce Japan for Whale Slaughter - ForceChange http://t.co/W1H7xAFr1A	1.0	5.0	1			0.0	1.0	0.0	0.6963106238	0.174077656	0.6963106238																																																																																																																																																
213	213	DS2	23829	@Foxewise	2014-04-29	whaling_32	RT @TasjkeTorfs: Denounce Japan for Whale Slaughter - ForceChange http://t.co/YMGxX7DHgf	1.0	4.0	1			0.91914503	0.3939192986	0.0	0.0	0.7071067812	0.7071067812																																																																																																																																																
214	214	DS2	24057	@skinnergj	2014-05-09	whaling_268	Japan restarts whaling program in north-west Pacific from base at port of Ayukawa - ABC News  http://t.co/ICIdbW7nHb	1.0	7.0	1			0.0	0.5144957554	0.8574929257	0.3651483717	0.9128709292	0.1825741858																																																																																																																																																
215	215	DS2	24056	@rogirogito888	2014-05-09	whaling_267	No No Japan - Stop whaling now Japan's whalers return to the hunt | Asia Pacific | ABC Radio Australia http://t.co/rbtqP148Ov via @sharethis	1.0	6.0	1			0.1643989873	0.9863939238	0.0	0.3713906764	0.0	0.9284766909																																																																																																																																																
216	216	DS2	24055	@CarolineVBurton	2014-05-09	whaling_266	Denounce Japan for Whale Slaughter - ForceChange http://t.co/Ynma6cpGei	1.0	4.0	1			0.9899494937	0.1414213562	0.0	0.0	0.5144957554	0.8574929257																																																																																																																																																
217	217	DS2	23924	@radiohhh_com	2014-05-02	whaling_133	"On http://t.co/NDbY9xCkI4 WHITE: ""New Whaling"" - Bonnie ""Prince"" Billy (with Angel Olsen)"	1.0	2.0	1			0.242535625	0.0	0.9701425001	0.0	1.0	0.0																																																																																																																																																
218	218	DS2	23931	@LancsUniLaw	2014-05-02	whaling_140	@Love_GSDs thanks for the RT, hope it was an interesting read - you might also be interested in this post on whaling http://t.co/iZlY2b5xBc	1.0	2.0	1			0.8574929257	0.0	0.5144957554	0.0	0.8574929257	0.5144957554																																																																																																																																																
219	219	DS2	23845	@Mortalrodeo	2014-04-30	whaling_50	Denounce Japan for Whale Slaughter - ForceChange http://t.co/f9JpSES7Ms	1.0	5.0	1			0.1924500897	0.9622504486	0.1924500897	0.8	0.6	0.0																																																																																																																																																
220	220	DS2	24177	@Just_Greg	2014-05-15	whaling_390	The Reykjavik Grapevine - Life, Travel and Entertainment in Iceland / Candidates Feel The Heat On Whaling http://t.co/QkKnzFos9C	1.0	2.0	1			0.0	0.9899494937	0.1414213562	0.0	0.7071067812	0.7071067812																																																																																																																																																
221	221	DS2	24281	@jamesbreiner	2014-05-21	whaling_497	180,000 whales killed MT The Most Senseless Environmental Crime of the 20th Century - Pacific Standard http://t.co/HOAnM53sej	1.0	3.0	1			0.3481553119	0.8703882798	0.3481553119	0.4472135955	0.894427191	0.0																																																																																																																																																
222	222	DS2	23929	@SaveBuckyNow	2014-05-02	whaling_138	Whaling damaging Icelandic farming exports - WDC: http://t.co/gNRGwkpnCk	1.0	1.0	1			0.0	0.9922778767	0.1240347346	0.1561737619	0.9370425713	0.3123475238																																																																																																																																																
223	223	DS2	23926	@MC_org	2014-05-02	whaling_135	Arctic whaling - crews in Barrow (one of 11 whaling communities along Alaska's Arctic Coast) just killed 3 whales. http://t.co/axpfzpGdTo	1.0	3.0	1			0.316227766	0.9486832981	0.0	0.316227766	0.0	0.9486832981																																																																																																																																																
224	224	DS2	24106	@UK_ElectionNews	2014-05-12	whaling_317	Greens welcome European Parliament's demand for end to Icelandic whaling -  The Green Party has... http://t.co/hOt7HYK4H8	1.0	1.0	1			0.9370425713	0.1561737619	0.3123475238	0.1690308509	0.5070925528	0.8451542547																																																																																																																																																
